Display	Use for Z'	Row	Column	Timepoint	Celulas fora da borda - Number of Objects	Ama - Number of Objects	Celulas Infectadas - Number of Objects	Formula Output 2	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count
True		B	2	0	1796	10754	1126	5.988	13	0	ANF	0	C7	
True		C	2	0	2096	7732	1210	3.689	13	0	ANF	0.15	C7	
True		D	2	0	1946	5767	850	2.964	13	0	ANF	0.62	C7	
True		E	2	0	1672	2877	657	1.721	13	0	ANF	1.2	C7	
True		F	2	0	1550	1165	468	0.7516	13	0	ANF	3	C7	
True		G	2	0	1136	971	443	0.8548	13	0	ANF	5	C7	
True		G	3	0	1911	1031	563	0.5395	13	0	ANF	20	C73	
True		F	3	0	1823	1040	457	0.5705	13	0	ANF	10	C73	
True		E	3	0	1783	1025	420	0.5749	13	0	ANF	5	C73	
True		D	3	0	2094	2116	649	1.011	13	0	ANF	2.5	C73	
True		C	3	0	2339	4000	928	1.71	13	0	ANF	1.25	C73	
True		B	3	0	1997	11558	1275	5.788	13	0	ANF	0	C73	
True		B	4	0	1790	8175	989	4.567	13	0	ANF	0	C76	
True		C	4	0	1926	4663	961	2.421	13	0	ANF	1.25	C76	
True		D	4	0	1777	3473	687	1.954	13	0	ANF	2.5	C76	
True		E	4	0	1640	2956	712	1.802	13	0	ANF	5	C76	
True		F	4	0	1739	3558	856	2.046	13	0	ANF	10	C76	
True		G	4	0	1737	2919	886	1.68	13	0	ANF	20	C76	
True		G	5	0	1563	1359	604	0.8695	13	0	ANF	20	C44	
True		F	5	0	2093	1324	619	0.6326	13	0	ANF	10	C44	
True		E	5	0	1679	1626	578	0.9684	13	0	ANF	5	C44	
True		D	5	0	2168	2023	590	0.9331	13	0	ANF	2.5	C44	
True		C	5	0	2050	4064	921	1.982	13	0	ANF	1.25	C44	
True		B	5	0	1948	15993	1384	8.21	13	0	ANF	0	C44	
True		B	6	0	2432	7704	1175	3.168	13	0	ANF	0	REF	
True		C	6	0	2075	5281	1017	2.545	13	0	ANF	1.25	REF	
True		D	6	0	1886	2931	759	1.554	13	0	ANF	2.5	REF	
True		E	6	0	2047	2267	660	1.107	13	0	ANF	5	REF	
True		F	6	0	2124	2418	839	1.138	13	0	ANF	10	REF	
True		G	6	0	1882	1882	708	1	13	0	ANF	20	REF	
True		G	7	0	1573	903	443	0.5741	13	0	ANF	20	C85	
True		F	7	0	1919	1508	588	0.7858	13	0	ANF	10	C85	
True		E	7	0	1926	2919	715	1.516	13	0	ANF	5	C85	
True		D	7	0	1964	1945	601	0.9903	13	0	ANF	2.5	C85	
True		C	7	0	2330	4163	898	1.787	13	0	ANF	1.25	C85	
True		B	7	0	1906	14544	1287	7.631	13	0	ANF	0	C85	
True		B	8	0	1656	583	316	0.3521	13	0	ANF	0	THP-1	
True		C	8	0	1726	602	360	0.3488	13	0	ANF	1.25	THP-1	
True		D	8	0	2053	364	234	0.1773	13	0	ANF	2.5	THP-1	
True		E	8	0	1289	468	247	0.3631	13	0	ANF	5	THP-1	
True		F	8	0	1689	273	172	0.1616	13	0	ANF	10	THP-1	
True		G	8	0	1865	172	137	0.09223	13	0	ANF	20	THP-1	
True		G	9	0	1541	2393	793	1.553	13	0	ANF	20	C6	
True		F	9	0	1588	2949	889	1.857	13	0	ANF	10	C6	
True		E	9	0	1469	1784	595	1.214	13	0	ANF	5	C6	
True		D	9	0	2029	4166	813	2.053	13	0	ANF	2.5	C6	
True		C	9	0	2353	6925	1291	2.943	13	0	ANF	1.25	C6	
True		B	9	0	1640	21757	1273	13.27	13	0	ANF	0	C6	
True		B	10	0	1868	15653	1391	8.38	13	0	ANF	0	C67	
True		C	10	0	2124	2434	716	1.146	13	0	ANF	1.25	C67	
True		D	10	0	2227	1650	537	0.7409	13	0	ANF	2.5	C67	
True		E	10	0	1659	1153	479	0.695	13	0	ANF	5	C67	
True		F	10	0	1351	1376	562	1.019	13	0	ANF	10	C67	
True		G	10	0	898	537	283	0.598	13	0	ANF	20	C67	
True		G	11	0	1676	665	373	0.3968	13	0	ANF	20	C58	
True		F	11	0	1618	605	333	0.3739	13	0	ANF	10	C58	
True		E	11	0	1263	524	269	0.4149	13	0	ANF	5	C58	
True		D	11	0	1926	1303	449	0.6765	13	0	ANF	2.5	C58	
True		C	11	0	1924	2261	653	1.175	13	0	ANF	1.25	C58	
True		B	11	0	2001	10090	1210	5.042	13	0	ANF	0	C58	
