Display	Use for Z'	Row	Column	Timepoint	Celulas fora da borda - Number of Objects	Ama - Number of Objects	Celulas Infectadas - Number of Objects	Formula Output 2	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count
True		B	2	0	1360	16821	1132	12.37	13	0	ANF	0	C67	
True		C	2	0	1346	4654	832	3.458	12	0	ANF	0.15	C67	
True		D	2	0	859	8723	698	10.15	13	0	ANF	0.62	C67	
True		E	2	0	640	1750	350	2.734	13	0	ANF	1.2	C67	
True		F	2	0	234	975	170	4.167	13	0	ANF	3	C67	
True		G	2	0	53	85	35	1.604	13	0	ANF	5	C67	
True		G	3	0	105	182	66	1.733	13	0	ANF	20	C6	
True		F	3	0	348	1145	248	3.29	13	0	ANF	10	C6	
True		E	3	0	894	2079	498	2.326	13	0	ANF	5	C6	
True		D	3	0	1232	6466	826	5.248	13	0	ANF	2.5	C6	
True		C	3	0	1831	4465	946	2.439	13	0	ANF	1.25	C6	
True		B	3	0	1380	15362	1144	11.13	13	0	ANF	0	C6	
True		B	4	0	681	558	251	0.8194	13	0	ANF	0	THP-1	
True		C	4	0	1016	838	385	0.8248	13	0	ANF	1.25	THP-1	
True		D	4	0	674	776	298	1.151	13	0	ANF	2.5	THP-1	
True		E	4	0	365	251	108	0.6877	13	0	ANF	5	THP-1	
True		F	4	0	306	310	135	1.013	13	0	ANF	10	THP-1	
True		G	4	0	565	290	156	0.5133	13	0	ANF	20	THP-1	
True		G	5	0	126	134	60	1.063	13	0	ANF	20	REF	
True		F	5	0	431	804	259	1.865	13	0	ANF	10	REF	
True		E	5	0	426	790	258	1.854	13	0	ANF	5	REF	
True		D	5	0	831	1495	389	1.799	13	0	ANF	2.5	REF	
True		C	5	0	1776	2988	692	1.682	13	0	ANF	1.25	REF	
True		B	5	0	1736	13080	1272	7.535	13	0	ANF	0	REF	
True		B	6	0	2016	16489	1474	8.179	13	0	ANF	0	C85	
True		C	6	0	1699	5668	799	3.336	13	0	ANF	1.25	C85	
True		D	6	0	1673	5561	821	3.324	13	0	ANF	2.5	C85	
True		E	6	0	1545	3650	601	2.362	13	0	ANF	5	C85	
True		F	6	0	400	522	189	1.305	13	0	ANF	10	C85	
True		G	6	0	603	1094	326	1.814	13	0	ANF	20	C85	
True		G	7	0	513	810	257	1.579	13	0	ANF	20	C73	
True		F	7	0	627	1070	330	1.707	13	0	ANF	10	C73	
True		E	7	0	1101	1617	496	1.469	13	0	ANF	5	C73	
True		D	7	0	1249	2393	519	1.916	13	0	ANF	2.5	C73	
True		C	7	0	1638	2914	633	1.779	13	0	ANF	1.25	C73	
True		B	7	0	1644	16891	1275	10.27	13	0	ANF	0	C73	
True		B	8	0	1470	19262	1212	13.1	13	0	ANF	0	C76	
True		C	8	0	1712	4037	795	2.358	13	0	ANF	1.25	C76	
True		D	8	0	1403	2768	605	1.973	13	0	ANF	2.5	C76	
True		E	8	0	1127	1012	413	0.898	13	0	ANF	5	C76	
True		F	8	0	555	750	262	1.351	13	0	ANF	10	C76	
True		G	8	0	504	800	278	1.587	13	0	ANF	20	C76	
True		G	9	0	409	732	235	1.79	13	0	ANF	20	C58	
True		F	9	0	480	771	255	1.606	13	0	ANF	10	C58	
True		E	9	0	1314	1434	460	1.091	13	0	ANF	5	C58	
True		D	9	0	1606	2254	530	1.403	13	0	ANF	2.5	C58	
True		C	9	0	1771	2321	502	1.311	13	0	ANF	1.25	C58	
True		B	9	0	1368	10654	1051	7.788	13	0	ANF	0	C58	
True		B	10	0	1586	9929	1131	6.26	13	0	ANF	0	C7	
True		C	10	0	1681	2238	499	1.331	13	0	ANF	1.25	C7	
True		D	10	0	1753	1599	483	0.9122	13	0	ANF	2.5	C7	
True		E	10	0	889	873	311	0.982	13	0	ANF	5	C7	
True		F	10	0	564	592	240	1.05	13	0	ANF	10	C7	
True		G	10	0	516	425	208	0.8236	13	0	ANF	20	C7	
True		G	11	0	184	249	96	1.353	13	0	ANF	20	C44	
True		F	11	0	331	451	175	1.363	13	0	ANF	10	C44	
True		E	11	0	413	523	193	1.266	13	0	ANF	5	C44	
True		D	11	0	949	1956	446	2.061	13	0	ANF	2.5	C44	
True		C	11	0	1304	1969	516	1.51	13	0	ANF	1.25	C44	
True		B	11	0	1292	12417	1022	9.611	13	0	ANF	0	C44	
