Display	Use for Z'	Row	Column	Timepoint	Celulas fora da borda - Number of Objects	Ama - Number of Objects	Celulas Infectadas - Number of Objects	Formula Output 2	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count
True		B	2	0	494	217	148	0.4393	13	0	x	0	THP-1	
True		C	2	0	276	115	75	0.4167	13	0	x	1.25	THP-1	
True		D	2	0	396	178	115	0.4495	13	0	x	2.5	THP-1	
True		E	2	0	430	225	146	0.5233	13	0	x	5	THP-1	
True		F	2	0	271	233	120	0.8598	13	0	x	10	THP-1	
True		G	2	0	155	69	41	0.4452	13	0	x	20	THP-1	
True		G	3	0	300	684	163	2.28	13	0	MILT	20	REF	
True		F	3	0	715	1659	423	2.32	13	0	MILT	10	REF	
True		E	3	0	726	1128	382	1.554	13	0	MILT	5	REF	
True		D	3	0	695	1620	387	2.331	13	0	MILT	2.5	REF	
True		C	3	0	659	6954	497	10.55	13	0	MILT	1.25	REF	
True		B	3	0	858	6064	551	7.068	13	0	MILT	0	REF	
True		B	4	0	662	14725	560	22.24	13	0	MILT	0	C6	
True		C	4	0	609	14731	533	24.19	13	0	MILT	1.25	C6	
True		D	4	0	765	19289	634	25.21	13	0	MILT	2.5	C6	
True		E	4	0	868	12278	711	14.15	13	0	MILT	5	C6	
True		F	4	0	717	10860	601	15.15	13	0	MILT	10	C6	
True		G	4	0	387	3662	307	9.463	13	0	MILT	20	C6	
True		G	5	0	495	10006	445	20.21	13	0	MILT	20	C7	
True		F	5	0	732	8895	601	12.15	13	0	MILT	10	C7	
True		E	5	0	713	6498	553	9.114	13	0	MILT	5	C7	
True		D	5	0	766	12168	620	15.89	13	0	MILT	2.5	C7	
True		C	5	0	761	19649	630	25.82	13	0	MILT	1.25	C7	
True		B	5	0	845	18715	655	22.15	13	0	MILT	0	C7	
True		B	6	0	788	11338	565	14.39	13	0	MILT	0	C44	
True		C	6	0	663	15138	556	22.83	13	0	MILT	1.25	C44	
True		D	6	0	697	4516	524	6.479	13	0	MILT	2.5	C44	
True		E	6	0	781	2177	509	2.787	13	0	MILT	5	C44	
True		F	6	0	729	2950	550	4.047	13	0	MILT	10	C44	
True		G	6	0	411	2658	298	6.467	13	0	MILT	20	C44	
True		G	7	0	418	2570	316	6.148	13	0	MILT	20	C58	
True		F	7	0	675	3322	531	4.921	13	0	MILT	10	C58	
True		E	7	0	896	2848	587	3.179	13	0	MILT	5	C58	
True		D	7	0	738	9328	576	12.64	13	0	MILT	2.5	C58	
True		C	7	0	664	14803	562	22.29	13	0	MILT	1.25	C58	
True		B	7	0	601	11684	466	19.44	13	0	MILT	0	C58	
True		B	8	0	865	18227	624	21.07	13	0	MILT	0	C67	
True		C	8	0	635	14404	502	22.68	13	0	MILT	1.25	C67	
True		D	8	0	553	11758	461	21.26	13	0	MILT	2.5	C67	
True		E	8	0	715	6376	503	8.917	13	0	MILT	5	C67	
True		F	8	0	748	3250	546	4.345	13	0	MILT	10	C67	
True		G	8	0	514	2840	411	5.525	13	0	MILT	20	C67	
True		G	9	0	514	890	272	1.732	13	0	MILT	20	C73	
True		F	9	0	767	2187	439	2.851	13	0	MILT	10	C73	
True		E	9	0	648	2315	363	3.573	13	0	MILT	5	C73	
True		D	9	0	793	4852	541	6.119	13	0	MILT	2.5	C73	
True		C	9	0	508	8448	410	16.63	13	0	MILT	1.25	C73	
True		B	9	0	569	5341	381	9.387	13	0	MILT	0	C73	
True		B	10	0	670	7206	424	10.76	13	0	MILT	0	C89	
True		C	10	0	600	11949	462	19.92	13	0	MILT	1.25	C89	
True		D	10	0	708	8680	518	12.26	13	0	MILT	2.5	C89	
True		E	10	0	673	1539	336	2.287	13	0	MILT	5	C89	
True		F	10	0	539	1559	320	2.892	13	0	MILT	10	C89	
True		G	10	0	375	747	209	1.992	13	0	MILT	20	C89	
True		G	11	0	457	1587	321	3.473	13	0	MILT	20	C85	
True		F	11	0	491	2275	361	4.633	13	0	MILT	10	C85	
True		E	11	0	548	2539	417	4.633	13	0	MILT	5	C85	
True		D	11	0	625	6328	491	10.12	13	0	MILT	2.5	C85	
True		C	11	0	438	10695	374	24.42	13	0	MILT	1.25	C85	
True		B	11	0	683	10852	482	15.89	13	0	MILT	0	C85	
