Display	Use for Z'	Row	Column	Timepoint	Celulas fora da borda - Number of Objects	Ama - Number of Objects	Celulas Infectadas - Number of Objects	Formula Output 2	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count
True		B	2	0	1371	13447	1069	9.808	13	0	MILT	0	C67	
True		C	2	0	1733	14572	1267	8.409	13	0	MILT	0.15	C67	
True		D	2	0	1537	7821	979	5.088	13	0	MILT	0.62	C67	
True		E	2	0	1121	3470	652	3.095	13	0	MILT	1.2	C67	
True		F	2	0	837	2897	533	3.461	13	0	MILT	3	C67	
True		G	2	0	550	832	249	1.513	13	0	MILT	5	C67	
True		G	3	0	482	2056	327	4.266	13	0	MILT	20	C6	
True		F	3	0	509	1382	314	2.715	13	0	MILT	10	C6	
True		E	3	0	711	5349	563	7.523	13	0	MILT	5	C6	
True		D	3	0	1318	9150	947	6.942	13	0	MILT	2.5	C6	
True		C	3	0	1533	13668	1202	8.916	13	0	MILT	1.25	C6	
True		B	3	0	1681	17179	1350	10.22	13	0	MILT	0	C6	
True		B	4	0	992	45	38	0.04536	13	0	MILT	0	THP-1	
True		C	4	0	1111	43	35	0.0387	13	0	MILT	1.25	THP-1	
True		D	4	0	882	30	25	0.03401	13	0	MILT	2.5	THP-1	
True		E	4	0	513	10	10	0.01949	13	0	MILT	5	THP-1	
True		F	4	0	528	12	10	0.02273	13	0	MILT	10	THP-1	
True		G	4	0	536	15	13	0.02799	13	0	MILT	20	THP-1	
True		G	5	0	283	397	139	1.403	13	0	MILT	20	REF	
True		F	5	0	465	1567	298	3.37	13	0	MILT	10	REF	
True		E	5	0	609	1696	377	2.785	13	0	MILT	5	REF	
True		D	5	0	975	3453	640	3.542	13	0	MILT	2.5	REF	
True		C	5	0	1782	8133	1068	4.564	13	0	MILT	1.25	REF	
True		B	5	0	1672	12014	1241	7.185	13	0	MILT	0	REF	
True		B	6	0	1282	7507	895	5.856	13	0	MILT	0	C85	
True		C	6	0	1130	6736	787	5.961	13	0	MILT	1.25	C85	
True		D	6	0	1070	1386	369	1.295	13	0	MILT	2.5	C85	
True		E	6	0	950	355	184	0.3737	13	0	MILT	5	C85	
True		F	6	0	844	1005	319	1.191	13	0	MILT	10	C85	
True		G	6	0	541	506	187	0.9353	13	0	MILT	20	C85	
True		G	7	0	428	798	213	1.864	13	0	MILT	20	C73	
True		F	7	0	415	591	189	1.424	13	0	MILT	10	C73	
True		E	7	0	821	1418	427	1.727	13	0	MILT	5	C73	
True		D	7	0	1115	3010	637	2.7	13	0	MILT	2.5	C73	
True		C	7	0	1457	10634	1082	7.299	13	0	MILT	1.25	C73	
True		B	7	0	1687	11213	1262	6.647	13	0	MILT	0	C73	
True		B	8	0	1794	6249	1085	3.483	13	0	MILT	0	C76	
True		C	8	0	1887	8036	1219	4.259	13	0	MILT	1.25	C76	
True		D	8	0	1439	2116	625	1.47	13	0	MILT	2.5	C76	
True		E	8	0	745	915	322	1.228	13	0	MILT	5	C76	
True		F	8	0	938	2698	574	2.876	13	0	MILT	10	C76	
True		G	8	0	862	2668	505	3.095	13	0	MILT	20	C76	
True		G	9	0	382	690	197	1.806	13	0	MILT	20	C58	
True		F	9	0	583	1332	317	2.285	13	0	MILT	10	C58	
True		E	9	0	687	910	286	1.325	13	0	MILT	5	C58	
True		D	9	0	950	1768	471	1.861	13	0	MILT	2.5	C58	
True		C	9	0	1490	3627	853	2.434	13	0	MILT	1.25	C58	
True		B	9	0	1377	5880	889	4.27	13	0	MILT	0	C58	
True		B	10	0	1209	2914	688	2.41	13	0	MILT	0	C7	
True		C	10	0	1245	3924	742	3.152	13	0	MILT	1.25	C7	
True		D	10	0	1101	1021	392	0.9273	13	0	MILT	2.5	C7	
True		E	10	0	942	626	262	0.6645	13	0	MILT	5	C7	
True		F	10	0	797	1049	315	1.316	13	0	MILT	10	C7	
True		G	10	0	905	955	345	1.055	13	0	MILT	20	C7	
True		G	11	0	343	548	180	1.598	13	0	MILT	20	C44	
True		F	11	0	388	1008	204	2.598	13	0	MILT	10	C44	
True		E	11	0	689	1113	325	1.615	13	0	MILT	5	C44	
True		D	11	0	1144	2724	590	2.381	13	0	MILT	2.5	C44	
True		C	11	0	1369	8973	987	6.554	13	0	MILT	1.25	C44	
True		B	11	0	1460	8215	1075	5.627	13	0	MILT	0	C44	
