Display	Use for Z'	Row	Column	Timepoint	Celulas fora da borda - Number of Objects	Ama - Number of Objects	Celulas Infectadas - Number of Objects	Formula Output 2	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count
True		B	2	0	1660	7467	946	4.498	13	0	ANF	0	C7	
True		C	2	0	1933	6258	1001	3.237	13	0	ANF	0.15	C7	
True		D	2	0	1783	4666	732	2.617	13	0	ANF	0.62	C7	
True		E	2	0	1528	2335	521	1.528	13	0	ANF	1.2	C7	
True		F	2	0	1436	896	359	0.624	13	0	ANF	3	C7	
True		G	2	0	1049	698	320	0.6654	13	0	ANF	5	C7	
True		G	3	0	1768	687	379	0.3886	13	0	ANF	20	C73	
True		F	3	0	1665	851	383	0.5111	13	0	ANF	10	C73	
True		E	3	0	1665	884	340	0.5309	13	0	ANF	5	C73	
True		D	3	0	1907	1504	477	0.7887	13	0	ANF	2.5	C73	
True		C	3	0	2156	3092	771	1.434	13	0	ANF	1.25	C73	
True		B	3	0	1848	7161	1092	3.875	13	0	ANF	0	C73	
True		B	4	0	1637	5604	842	3.423	13	0	ANF	0	C76	
True		C	4	0	1779	3748	810	2.107	13	0	ANF	1.25	C76	
True		D	4	0	1584	2911	597	1.838	13	0	ANF	2.5	C76	
True		E	4	0	1523	2609	627	1.713	13	0	ANF	5	C76	
True		F	4	0	1578	3327	758	2.108	13	0	ANF	10	C76	
True		G	4	0	1627	2404	761	1.478	13	0	ANF	20	C76	
True		G	5	0	1451	870	424	0.5996	13	0	ANF	20	C44	
True		F	5	0	1913	843	438	0.4407	13	0	ANF	10	C44	
True		E	5	0	1517	1183	439	0.7798	13	0	ANF	5	C44	
True		D	5	0	1992	1532	496	0.7691	13	0	ANF	2.5	C44	
True		C	5	0	1898	2914	742	1.535	13	0	ANF	1.25	C44	
True		B	5	0	1842	10384	1217	5.637	13	0	ANF	0	C44	
True		B	6	0	2298	4362	940	1.898	13	0	ANF	0	REF	
True		C	6	0	1908	4494	869	2.355	13	0	ANF	1.25	REF	
True		D	6	0	1731	2358	629	1.362	13	0	ANF	2.5	REF	
True		E	6	0	1881	1504	523	0.7996	13	0	ANF	5	REF	
True		F	6	0	1904	1907	710	1.002	13	0	ANF	10	REF	
True		G	6	0	1777	1788	667	1.006	13	0	ANF	20	REF	
True		G	7	0	1473	616	319	0.4182	13	0	ANF	20	C85	
True		F	7	0	1731	1036	434	0.5985	13	0	ANF	10	C85	
True		E	7	0	1774	2067	501	1.165	13	0	ANF	5	C85	
True		D	7	0	1794	1370	444	0.7637	13	0	ANF	2.5	C85	
True		C	7	0	2153	3541	741	1.645	13	0	ANF	1.25	C85	
True		B	7	0	1762	9480	1129	5.38	13	0	ANF	0	C85	
True		B	8	0	1513	47	40	0.03106	13	0	ANF	0	THP-1	
True		C	8	0	1620	71	64	0.04383	13	0	ANF	1.25	THP-1	
True		D	8	0	1898	29	25	0.01528	13	0	ANF	2.5	THP-1	
True		E	8	0	1205	42	37	0.03485	13	0	ANF	5	THP-1	
True		F	8	0	1547	34	30	0.02198	13	0	ANF	10	THP-1	
True		G	8	0	1769	49	42	0.0277	13	0	ANF	20	THP-1	
True		G	9	0	1484	1991	700	1.342	13	0	ANF	20	C6	
True		F	9	0	1500	2427	766	1.618	13	0	ANF	10	C6	
True		E	9	0	1354	1485	509	1.097	13	0	ANF	5	C6	
True		D	9	0	1910	3604	720	1.887	13	0	ANF	2.5	C6	
True		C	9	0	2222	5578	1128	2.51	13	0	ANF	1.25	C6	
True		B	9	0	1486	12667	1068	8.524	13	0	ANF	0	C6	
True		B	10	0	1702	9417	1190	5.533	13	0	ANF	0	C67	
True		C	10	0	2037	1927	596	0.946	13	0	ANF	1.25	C67	
True		D	10	0	1878	1213	412	0.6459	13	0	ANF	2.5	C67	
True		E	10	0	1546	846	372	0.5472	13	0	ANF	5	C67	
True		F	10	0	1267	922	430	0.7277	13	0	ANF	10	C67	
True		G	10	0	886	265	143	0.2991	13	0	ANF	20	C67	
True		G	11	0	1559	502	295	0.322	13	0	ANF	20	C58	
True		F	11	0	1527	394	228	0.258	13	0	ANF	10	C58	
True		E	11	0	1175	353	184	0.3004	13	0	ANF	5	C58	
True		D	11	0	1769	1079	377	0.6099	13	0	ANF	2.5	C58	
True		C	11	0	1778	1773	512	0.9972	13	0	ANF	1.25	C58	
True		B	11	0	1905	7904	1108	4.149	13	0	ANF	0	C58	
